user,artist,sex,country
17985,fleet foxes,f,United States
17985,bon iver,f,United States
17985,thom yorke,f,United States
17985,josé gonzález,f,United States
17985,stars,f,United States
17985,joanna newsom,f,United States
17985,joni mitchell,f,United States
17985,nouvelle vague,f,United States
17985,johnny cash,f,United States
17985,led zeppelin,f,United States
17985,the rolling stones,f,United States
17985,Édith piaf,f,United States
17985,the who,f,United States
17985,animal collective,f,United States
17985,supertramp,f,United States
17985,feist,f,United States
17985,the beach boys,f,United States
17985,ben folds,f,United States
17985,four tet,f,United States
17985,santogold,f,United States
17985,ani difranco,f,United States
17985,m.i.a.,f,United States
17985,new order,f,United States
17986,green day,m,Norway
17986,edguy,m,Norway
17986,volbeat,m,Norway
17986,sonata arctica,m,Norway
17986,guns n roses,m,Norway
17986,dimmu borgir,m,Norway
17986,hammerfall,m,Norway
17986,aerosmith,m,Norway
17986,iron maiden,m,Norway
17986,roxette,m,Norway
17986,judas priest,m,Norway
17986,scorpions,m,Norway
17986,dragonforce,m,Norway
17986,megadeth,m,Norway
17986,metallica,m,Norway
17986,avantasia,m,Norway
17986,creed,m,Norway
17986,in flames,m,Norway
17986,bruce springsteen,m,Norway
17986,ac/dc,m,Norway
17986,symphony x,m,Norway
17986,the offspring,m,Norway
17986,alice cooper,m,Norway
17986,dream theater,m,Norway
17986,arch enemy,m,Norway
17986,eagles,m,Norway
17987,rise against,m,Norway
17987,city and colour,m,Norway
17987,2pac,m,Norway
17987,gang starr,m,Norway
17987,jay-z,m,Norway
17987,nas,m,Norway
17987,tool,m,Norway
17987,50 cent,m,Norway
17987,radiohead,m,Norway
17987,foo fighters,m,Norway
17987,rage against the machine,m,Norway
17987,red hot chili peppers,m,Norway
17987,common,m,Norway
17987,johnny cash,m,Norway
17987,kanye west,m,Norway
17987,eminem,m,Norway
17987,outkast,m,Norway
17987,bad religion,m,Norway
17987,the smashing pumpkins,m,Norway
17987,a tribe called quest,m,Norway
17987,dr. dre,m,Norway
17987,michael jackson,m,Norway
17987,mobb deep,m,Norway
17987,snoop dogg,m,Norway
17988,jamiroquai,m,Japan
17988,common,m,Japan
17988,aphex twin,m,Japan
17988,mogwai,m,Japan
17988,the cinematic orchestra,m,Japan
17988,red hot chili peppers,m,Japan
17988,flying lotus,m,Japan
17988,digitalism,m,Japan
17988,unkle,m,Japan
17988,daft punk,m,Japan
17988,the chemical brothers,m,Japan
17988,tortoise,m,Japan
17988,rage against the machine,m,Japan
17988,the beatles,m,Japan
17988,autechre,m,Japan
17988,squarepusher,m,Japan
17988,air,m,Japan
17988,kraftwerk,m,Japan
17988,ratatat,m,Japan
17988,the ting tings,m,Japan
17989,lacuna coil,m,Netherlands
17989,riverside,m,Netherlands
17989,alter bridge,m,Netherlands
17989,a perfect circle,m,Netherlands
17989,disturbed,m,Netherlands
17989,seether,m,Netherlands
17989,tool,m,Netherlands
17989,in extremo,m,Netherlands
17989,u2,m,Netherlands
17989,god is an astronaut,m,Netherlands
17989,evanescence,m,Netherlands
17989,mogwai,m,Netherlands
17989,anathema,m,Netherlands
17989,opeth,m,Netherlands
17989,pain of salvation,m,Netherlands
17989,metallica,m,Netherlands
17989,rush,m,Netherlands
17989,deep purple,m,Netherlands
17989,katatonia,m,Netherlands
17990,sigur rós,m,United Kingdom
17990,interpol,m,United Kingdom
17990,bright eyes,m,United Kingdom
17990,the smiths,m,United Kingdom
17990,sonic youth,m,United Kingdom
17990,bloc party,m,United Kingdom
17990,coldplay,m,United Kingdom
17990,black rebel motorcycle club,m,United Kingdom
17990,tokyo police club,m,United Kingdom
17990,the cribs,m,United Kingdom
17990,manic street preachers,m,United Kingdom
17990,my bloody valentine,m,United Kingdom
17990,death cab for cutie,m,United Kingdom
17990,the shins,m,United Kingdom
17990,the verve,m,United Kingdom
17990,björk,m,United Kingdom
17990,muse,m,United Kingdom
17990,mgmt,m,United Kingdom
17990,oasis,m,United Kingdom
17990,jeff buckley,m,United Kingdom
17990,rilo kiley,m,United Kingdom
17990,the strokes,m,United Kingdom
17990,kings of leon,m,United Kingdom
17990,morrissey,m,United Kingdom
17990,radiohead,m,United Kingdom
17990,pixies,m,United Kingdom
17990,death from above 1979,m,United Kingdom
17990,joy division,m,United Kingdom
17990,brand new,m,United Kingdom
17990,damien rice,m,United Kingdom
17990,the clash,m,United Kingdom
17991,paramore,m,Poland
17991,rise against,m,Poland
17991,maxïmo park,m,Poland
17991,the fratellis,m,Poland
17991,atreyu,m,Poland
17991,skillet,m,Poland
17991,dirty pretty things,m,Poland
17991,avenged sevenfold,m,Poland
17991,three days grace,m,Poland
17991,funeral for a friend,m,Poland
17991,hoobastank,m,Poland
17991,franz ferdinand,m,Poland
17991,flyleaf,m,Poland
17991,the killers,m,Poland
17991,jimmy eat world,m,Poland
17991,a day to remember,m,Poland
17991,slipknot,m,Poland
17991,metallica,m,Poland
17991,new found glory,m,Poland
17991,arctic monkeys,m,Poland
17991,30 seconds to mars,m,Poland
17991,ignite,m,Poland
17992,pink floyd,m,United States
17992,damien rice,m,United States
17992,ray charles,m,United States
17992,nine inch nails,m,United States
17992,the beatles,m,United States
17992,atmosphere,m,United States
17992,sage francis,m,United States
17992,the offspring,m,United States
17992,jack johnson,m,United States
17992,philip glass,m,United States
17992,ok go,m,United States
17992,bob marley,m,United States
17992,massive attack,m,United States
17992,tool,m,United States
17992,a perfect circle,m,United States
17992,bonobo,m,United States
17992,p.o.d.,m,United States
17992,mudvayne,m,United States
17992,something corporate,m,United States
17992,lupe fiasco,m,United States
17992,staind,m,United States
17992,goo goo dolls,m,United States
17992,the police,m,United States
17992,koЯn,m,United States
17992,dave matthews band,m,United States
17992,finch,m,United States
17992,eminem,m,United States
17992,jason mraz,m,United States
17992,katie melua,m,United States
17993,amon amarth,m,Sweden
17993,nightwish,m,Sweden
17993,katatonia,m,Sweden
17993,opeth,m,Sweden
17993,in flames,m,Sweden
17993,rammstein,m,Sweden
17993,lacuna coil,m,Sweden
17993,arch enemy,m,Sweden
17993,tiamat,m,Sweden
17993,dropkick murphys,m,Sweden
17993,metallica,m,Sweden
17993,moonspell,m,Sweden
17993,strapping young lad,m,Sweden
17993,sentenced,m,Sweden
17993,gojira,m,Sweden
17993,children of bodom,m,Sweden
17993,cradle of filth,m,Sweden
17993,lamb of god,m,Sweden
17993,the birthday massacre,m,Sweden
17993,apocalyptica,m,Sweden
17993,blind guardian,m,Sweden
17993,pain,m,Sweden
17993,pain of salvation,m,Sweden
17993,stratovarius,m,Sweden
17993,muse,m,Sweden
17993,deathstars,m,Sweden
17993,at the gates,m,Sweden
17997,misfits,f,Hong Kong
17997,behemoth,f,Hong Kong
17997,anathema,f,Hong Kong
17997,katatonia,f,Hong Kong
17997,30 seconds to mars,f,Hong Kong
17997,blackfield,f,Hong Kong
17997,rammstein,f,Hong Kong
17997,slipknot,f,Hong Kong
17997,nirvana,f,Hong Kong
17997,clint mansell,f,Hong Kong
17997,marilyn manson,f,Hong Kong
17997,bloodbath,f,Hong Kong
17997,iron maiden,f,Hong Kong
17997,sex pistols,f,Hong Kong
17997,coma,f,Hong Kong
17997,die toten hosen,f,Hong Kong
17997,metallica,f,Hong Kong
17997,farin urlaub,f,Hong Kong
17997,hey,f,Hong Kong
17997,in flames,f,Hong Kong
17997,the clash,f,Hong Kong
17997,stone sour,f,Hong Kong
17997,slayer,f,Hong Kong
17997,die Ärzte,f,Hong Kong
17997,riverside,f,Hong Kong
17997,opeth,f,Hong Kong
17997,bauhaus,f,Hong Kong
17997,dream theater,f,Hong Kong
17997,motörhead,f,Hong Kong
17997,rob zombie,f,Hong Kong
17997,morbid angel,f,Hong Kong
17998,jay-z,m,Poland
17998,limp bizkit,m,Poland
17998,usher,m,Poland
17998,system of a down,m,Poland
17998,godsmack,m,Poland
17998,nelly,m,Poland
17998,snoop dogg,m,Poland
17998,p.o.d.,m,Poland
17999,katie melua,m,Germany
17999,amy winehouse,m,Germany
17999,norah jones,m,Germany
17999,the killers,m,Germany
17999,nelly furtado,m,Germany
17999,rihanna,m,Germany
17999,timbaland,m,Germany
17999,snow patrol,m,Germany
17999,die Ärzte,m,Germany
17999,alicia keys,m,Germany
17999,bloodhound gang,m,Germany
17999,50 cent,m,Germany
17999,mgmt,m,Germany
18000,ludacris,m,Finland
18000,kanye west,m,Finland
18000,jay-z,m,Finland
18000,dmx,m,Finland
18000,the game,m,Finland
18000,t.i.,m,Finland
18000,system of a down,m,Finland
18000,stratovarius,m,Finland
18000,50 cent,m,Finland
18000,beyoncé,m,Finland
18000,ne-yo,m,Finland
18000,snoop dogg,m,Finland
18000,timbaland,m,Finland
18000,red hot chili peppers,m,Finland
18000,sonata arctica,m,Finland
18000,linkin park,m,Finland
18001,muse,f,United Kingdom
18001,john mayer,f,United Kingdom
18001,arctic monkeys,f,United Kingdom
18001,ryan adams,f,United Kingdom
18001,the wombats,f,United Kingdom
18001,mark ronson,f,United Kingdom
18001,panic at the disco,f,United Kingdom
18001,kt tunstall,f,United Kingdom
18001,manic street preachers,f,United Kingdom
18001,the killers,f,United Kingdom
18002,kylie minogue,f,Bulgaria
18002,within temptation,f,Bulgaria
18002,avantasia,f,Bulgaria
18002,santana,f,Bulgaria
18002,sade,f,Bulgaria
18002,eminem,f,Bulgaria
18002,nightwish,f,Bulgaria
18002,pink floyd,f,Bulgaria
18002,sonata arctica,f,Bulgaria
18002,helloween,f,Bulgaria
18002,[unknown],f,Bulgaria
18002,maroon 5,f,Bulgaria
18002,delerium,f,Bulgaria
18002,enigma,f,Bulgaria
18002,rainbow,f,Bulgaria
18002,hooverphonic,f,Bulgaria
18002,the police,f,Bulgaria
18002,bon jovi,f,Bulgaria
18002,abba,f,Bulgaria
18002,nina simone,f,Bulgaria
18002,amy winehouse,f,Bulgaria
18002,fergie,f,Bulgaria
18002,lordi,f,Bulgaria
18004,jay-z,m,Netherlands
18004,[unknown],m,Netherlands
18004,the roots,m,Netherlands
18004,nas,m,Netherlands
18005,the sisters of mercy,m,Tuvalu
18005,goldfrapp,m,Tuvalu
18005,cansei de ser sexy,m,Tuvalu
18005,bauhaus,m,Tuvalu
18005,sonic youth,m,Tuvalu
18005,feist,m,Tuvalu
18005,le tigre,m,Tuvalu
18005,metric,m,Tuvalu
18005,camera obscura,m,Tuvalu
18005,stereolab,m,Tuvalu
18005,portishead,m,Tuvalu
18005,garbage,m,Tuvalu
18005,björk,m,Tuvalu
18005,the breeders,m,Tuvalu
18006,basshunter,f,United Kingdom
18006,mariah carey,f,United Kingdom
18006,the pussycat dolls,f,United Kingdom
18006,céline dion,f,United Kingdom
18006,madonna,f,United Kingdom
18006,michael jackson,f,United Kingdom
18006,infected mushroom,f,United Kingdom
18006,akon,f,United Kingdom
18006,leona lewis,f,United Kingdom
18006,ne-yo,f,United Kingdom
18006,queen,f,United Kingdom
18006,james morrison,f,United Kingdom
18006,evanescence,f,United Kingdom
18006,black eyed peas,f,United Kingdom
18006,coldplay,f,United Kingdom
18006,david bowie,f,United Kingdom
18006,hellogoodbye,f,United Kingdom
18006,snow patrol,f,United Kingdom
18006,scissor sisters,f,United Kingdom
18006,the corrs,f,United Kingdom
18006,[unknown],f,United Kingdom
18006,lady gaga,f,United Kingdom
18006,phil collins,f,United Kingdom
18006,ben harper,f,United Kingdom
18006,kelly clarkson,f,United Kingdom
18006,jordin sparks,f,United Kingdom
18006,linkin park,f,United Kingdom
18006,mika,f,United Kingdom
18006,cascada,f,United Kingdom
18007,shpongle,m,Norway
18007,sade,m,Norway
18007,alicia keys,m,Norway
18007,mogwai,m,Norway
18007,enigma,m,Norway
18007,nelly furtado,m,Norway
18007,atb,m,Norway
18007,iron maiden,m,Norway
18007,vangelis,m,Norway
18007,the prodigy,m,Norway
18007,rihanna,m,Norway
18007,boards of canada,m,Norway
18007,mike oldfield,m,Norway
18007,norah jones,m,Norway
18007,no doubt,m,Norway
18007,creed,m,Norway
18007,kylie minogue,m,Norway
18008,green day,m,Finland
18008,pink floyd,m,Finland
18008,system of a down,m,Finland
18008,billy talent,m,Finland
18008,chris cornell,m,Finland
18008,metallica,m,Finland
18008,the gathering,m,Finland
18010,arctic monkeys,m,United Kingdom
18010,the killers,m,United Kingdom
18010,bright eyes,m,United Kingdom
18010,oasis,m,United Kingdom
18010,coldplay,m,United Kingdom
18010,the fratellis,m,United Kingdom
18010,radiohead,m,United Kingdom
18010,the beatles,m,United Kingdom
18010,death cab for cutie,m,United Kingdom
18010,david bowie,m,United Kingdom
18010,muse,m,United Kingdom
18010,daft punk,m,United Kingdom
18010,lady gaga,m,United Kingdom
18010,bob dylan,m,United Kingdom
18010,lily allen,m,United Kingdom
18010,franz ferdinand,m,United Kingdom
18010,mgmt,m,United Kingdom
18010,kasabian,m,United Kingdom
18010,yeah yeah yeahs,m,United Kingdom
18010,the postal service,m,United Kingdom
18010,the last shadow puppets,m,United Kingdom
18010,the strokes,m,United Kingdom
18010,elton john,m,United Kingdom
18010,blur,m,United Kingdom
18010,britney spears,m,United Kingdom
18010,u2,m,United Kingdom
18010,maroon 5,m,United Kingdom
18010,crystal castles,m,United Kingdom
18010,the rolling stones,m,United Kingdom
18010,late of the pier,m,United Kingdom
18010,the flaming lips,m,United Kingdom
18010,razorlight,m,United Kingdom
18010,air,m,United Kingdom
18010,placebo,m,United Kingdom
18010,the white stripes,m,United Kingdom
18010,girl talk,m,United Kingdom
18010,the ting tings,m,United Kingdom
18010,flyleaf,m,United Kingdom
18010,blondie,m,United Kingdom
18010,ryan adams,m,United Kingdom
18010,jet,m,United Kingdom
18010,the stone roses,m,United Kingdom
18010,stereophonics,m,United Kingdom
18011,in flames,f,Finland
18011,sonata arctica,f,Finland
18011,strapping young lad,f,Finland
18011,lamb of god,f,Finland
18011,dark tranquillity,f,Finland
18011,soilwork,f,Finland
18011,fear factory,f,Finland
18011,symphony x,f,Finland
18011,ac/dc,f,Finland
18011,apocalyptica,f,Finland
18011,ozzy osbourne,f,Finland
18011,megadeth,f,Finland
18011,hypocrisy,f,Finland
18011,amorphis,f,Finland
18011,norther,f,Finland
18011,all that remains,f,Finland
18011,porcupine tree,f,Finland
18011,finntroll,f,Finland
18011,sentenced,f,Finland
18011,the haunted,f,Finland
18011,trivium,f,Finland
18011,stratovarius,f,Finland
18011,opeth,f,Finland
18014,rise against,m,Germany
18014,böhse onkelz,m,Germany
18014,beatsteaks,m,Germany
18014,from autumn to ashes,m,Germany
18014,caliban,m,Germany
18014,linkin park,m,Germany
18014,millencolin,m,Germany
18014,escape the fate,m,Germany
18014,atreyu,m,Germany
18015,kraftwerk,m,Netherlands
18015,the knife,m,Netherlands
18015,autechre,m,Netherlands
18015,radiohead,m,Netherlands
18015,madlib,m,Netherlands
18015,booka shade,m,Netherlands
18015,goldfrapp,m,Netherlands
18015,flying lotus,m,Netherlands
18015,ladytron,m,Netherlands
18015,apparat,m,Netherlands
18015,j dilla,m,Netherlands
18015,plaid,m,Netherlands
18015,m.i.a.,m,Netherlands
18015,burial,m,Netherlands
18015,sigur rós,m,Netherlands
18015,boards of canada,m,Netherlands
18017,iamx,f,Poland
18017,sneaker pimps,f,Poland
18017,radiohead,f,Poland
18017,massive attack,f,Poland
18017,portishead,f,Poland
18017,coldplay,f,Poland
18017,lamb,f,Poland
18017,cocorosie,f,Poland
18017,sepultura,f,Poland
18017,cake,f,Poland
18017,sigur rós,f,Poland
18017,björk,f,Poland
18017,arctic monkeys,f,Poland
18017,ac/dc,f,Poland
18017,iron & wine,f,Poland
18017,blur,f,Poland
18017,of montreal,f,Poland
18017,kings of leon,f,Poland
18017,pj harvey,f,Poland
18017,system of a down,f,Poland
18017,mogwai,f,Poland
18017,jeff buckley,f,Poland
18017,the strokes,f,Poland
18018,o.s.t.r.,m,Poland
18018,public enemy,m,Poland
18018,nas,m,Poland
18018,damian marley,m,Poland
18018,bob marley & the wailers,m,Poland
18018,the streets,m,Poland
18018,2pac,m,Poland
18018,jay-z,m,Poland
18018,cypress hill,m,Poland
18018,the game,m,Poland
18018,gang starr,m,Poland
18019,tegan and sara,f,Finland
18019,the killers,f,Finland
18019,mew,f,Finland
18019,the arcade fire,f,Finland
18019,the distillers,f,Finland
18019,patrick wolf,f,Finland
18019,the new pornographers,f,Finland
18019,dropkick murphys,f,Finland
18019,gorillaz,f,Finland
18019,björk,f,Finland
18019,bob dylan,f,Finland
18019,pulp,f,Finland
18019,muse,f,Finland
18019,simon & garfunkel,f,Finland
18019,red hot chili peppers,f,Finland
18019,damien rice,f,Finland
18019,animal collective,f,Finland
18019,mika,f,Finland
18019,kent,f,Finland
18019,rilo kiley,f,Finland
18019,anti-flag,f,Finland
18019,the clash,f,Finland
18019,death cab for cutie,f,Finland
18019,flogging molly,f,Finland
18019,nofx,f,Finland
18019,sigur rós,f,Finland
18019,bloc party,f,Finland
18019,ramones,f,Finland
18019,maxïmo park,f,Finland
18019,scissor sisters,f,Finland
18019,rancid,f,Finland
18019,håkan hellström,f,Finland
18019,the strokes,f,Finland
18020,architecture in helsinki,f,France
18020,shout out louds,f,France
18020,lily allen,f,France
18020,the kills,f,France
18020,archive,f,France
18020,yann tiersen,f,France
18020,pink floyd,f,France
18020,the libertines,f,France
18020,imogen heap,f,France
18020,arcade fire,f,France
18020,sigur rós,f,France
18020,m83,f,France
18020,the strokes,f,France
18020,the killers,f,France
18020,patrick wolf,f,France
18020,britney spears,f,France
18020,metric,f,France
18020,the fratellis,f,France
18020,amy macdonald,f,France
18020,goldfrapp,f,France
18020,franz ferdinand,f,France
18020,placebo,f,France
18020,of montreal,f,France
18020,the subways,f,France
18020,oasis,f,France
18020,joy division,f,France
18020,philip glass,f,France
18020,mgmt,f,France
18020,the beach boys,f,France
18020,the knife,f,France
18020,the ting tings,f,France
18021,morphine,m,United States
18021,the smashing pumpkins,m,United States
18021,cocteau twins,m,United States
18021,the cranberries,m,United States
18021,311,m,United States
18021,bush,m,United States
18021,tool,m,United States
18021,beck,m,United States
18022,ben folds five,m,United States
18022,beck,m,United States
18022,radiohead,m,United States
18022,ben folds,m,United States
18022,billy joel,m,United States
18022,red hot chili peppers,m,United States
18022,the beatles,m,United States
18022,outkast,m,United States
18022,stone temple pilots,m,United States
18022,metallica,m,United States
18022,def leppard,m,United States
18023,iced earth,m,Switzerland
18023,judas priest,m,Switzerland
18023,metallica,m,Switzerland
18023,black sabbath,m,Switzerland
18023,megadeth,m,Switzerland
18023,dio,m,Switzerland
18023,led zeppelin,m,Switzerland
18023,hammerfall,m,Switzerland
18023,him,m,Switzerland
18023,aerosmith,m,Switzerland
18023,ozzy osbourne,m,Switzerland
18023,the jimi hendrix experience,m,Switzerland
18023,michael jackson,m,Switzerland
18023,lordi,m,Switzerland
18023,the rolling stones,m,Switzerland
18023,korpiklaani,m,Switzerland
18023,nightwish,m,Switzerland
18023,sonata arctica,m,Switzerland
18023,elvis presley,m,Switzerland
18024,against me!,m,Canada
18024,nine inch nails,m,Canada
18024,in flames,m,Canada
18024,elliott smith,m,Canada
18024,faith no more,m,Canada
18024,the clash,m,Canada
18024,manic street preachers,m,Canada
18024,soilwork,m,Canada
18024,kmfdm,m,Canada
18024,the police,m,Canada
18024,social distortion,m,Canada
18024,soundgarden,m,Canada
18024,strapping young lad,m,Canada
18024,mindless self indulgence,m,Canada
18024,rammstein,m,Canada
18024,imogen heap,m,Canada
18024,misfits,m,Canada
18024,duran duran,m,Canada
18024,ministry,m,Canada
18024,prince,m,Canada
18024,u2,m,Canada
18024,the sounds,m,Canada
18024,garbage,m,Canada
18024,the distillers,m,Canada
18024,elvis costello,m,Canada
18024,refused,m,Canada
18024,the cure,m,Canada
18024,the ataris,m,Canada
18024,the specials,m,Canada
18024,the hellacopters,m,Canada
18024,sigur rós,m,Canada
18024,lamb of god,m,Canada
18024,afi,m,Canada
18025,maria mena,m,Finland
18025,nightwish,m,Finland
18025,armin van buuren,m,Finland
18025,röyksopp,m,Finland
18025,atb,m,Finland
18026,the cure,m,Sweden
18026,morrissey,m,Sweden
18026,the smiths,m,Sweden
18026,new order,m,Sweden
18026,depeche mode,m,Sweden
18026,cocteau twins,m,Sweden
18026,joy division,m,Sweden
18026,pet shop boys,m,Sweden
18026,the beatles,m,Sweden
18026,brian eno,m,Sweden
18026,the stone roses,m,Sweden
18026,slowdive,m,Sweden
18026,my bloody valentine,m,Sweden
18026,kraftwerk,m,Sweden
18026,einstürzende neubauten,m,Sweden
18026,buzzcocks,m,Sweden
18026,david bowie,m,Sweden
18026,the future sound of london,m,Sweden
18027,nas,m,United Kingdom
18027,dizzee rascal,m,United Kingdom
18027,dr. dre,m,United Kingdom
18027,chamillionaire,m,United Kingdom
18027,immortal technique,m,United Kingdom
18027,cunninlynguists,m,United Kingdom
18030,natasha bedingfield,m,Germany
18030,michael jackson,m,Germany
18030,50 cent,m,Germany
18030,madonna,m,Germany
18030,timbaland,m,Germany
18030,rihanna,m,Germany
18030,nelly furtado,m,Germany
18030,spice girls,m,Germany
18030,jennifer lopez,m,Germany
18030,sean paul,m,Germany
18030,the pussycat dolls,m,Germany
18030,black eyed peas,m,Germany
18030,bloodhound gang,m,Germany
18030,2pac,m,Germany
18030,jamiroquai,m,Germany
18030,sugababes,m,Germany
18030,eminem,m,Germany
18030,benny benassi,m,Germany
18030,gwen stefani,m,Germany
18030,justin timberlake,m,Germany
18030,britney spears,m,Germany
18030,craig david,m,Germany
18030,nelly,m,Germany
18030,beyoncé,m,Germany
18030,t.a.t.u.,m,Germany
18030,no doubt,m,Germany
18030,robbie williams,m,Germany
18030,george michael,m,Germany
18030,lady gaga,m,Germany
18030,busta rhymes,m,Germany
18030,linkin park,m,Germany
18030,scooter,m,Germany
18030,limp bizkit,m,Germany
18030,kanye west,m,Germany
18030,kylie minogue,m,Germany
18031,skinny puppy,m,United States
18031,nine inch nails,m,United States
18031,electric six,m,United States
18031,311,m,United States
18031,muse,m,United States
18031,pixies,m,United States
18031,deftones,m,United States
18031,death from above 1979,m,United States
18031,faith no more,m,United States
18031,placebo,m,United States
18031,vnv nation,m,United States
18031,koЯn,m,United States
18031,chevelle,m,United States
18031,static-x,m,United States
18031,mudvayne,m,United States
18031,silverchair,m,United States
18031,cream,m,United States
18035,built to spill,m,United Kingdom
18035,sonic youth,m,United Kingdom
18035,dinosaur jr.,m,United Kingdom
18035,pavement,m,United Kingdom
18035,the notwist,m,United Kingdom
18035,minus the bear,m,United Kingdom
18035,...and you will know us by the trail of dead,m,United Kingdom
18035,guided by voices,m,United Kingdom
18035,fugazi,m,United Kingdom
18036,the beatles,m,Brazil
18036,the fratellis,m,Brazil
18036,stereophonics,m,Brazil
18036,interpol,m,Brazil
18036,oasis,m,Brazil
18036,muse,m,Brazil
18036,frank sinatra,m,Brazil
18036,cake,m,Brazil
18036,coldplay,m,Brazil
18036,tenacious d,m,Brazil
18039,jonas brothers,f,United States
18039,relient k,f,United States
18039,the beach boys,f,United States
18039,deep purple,f,United States
18039,elton john,f,United States
18039,plain white ts,f,United States
18039,miley cyrus,f,United States
18039,bon jovi,f,United States
18039,abba,f,United States
18039,rainbow,f,United States
18039,the beatles,f,United States
18040,alesana,m,Brazil
18040,bring me the horizon,m,Brazil
18040,underoath,m,Brazil
18040,escape the fate,m,Brazil
18040,the used,m,Brazil
18040,bullet for my valentine,m,Brazil
18041,john lennon,m,Spain
18041,the police,m,Spain
18041,supertramp,m,Spain
18041,queen,m,Spain
18041,the rolling stones,m,Spain
18041,bee gees,m,Spain
18041,electric light orchestra,m,Spain
18041,michael jackson,m,Spain
18042,dead can dance,m,Slovakia
18043,goldfrapp,m,Spain
18043,editors,m,Spain
18043,klaxons,m,Spain
18043,nada surf,m,Spain
18043,portishead,m,Spain
18043,the doors,m,Spain
18044,kiss,m,Finland
18044,carcass,m,Finland
18044,tori amos,m,Finland
18044,turisas,m,Finland
18044,pantera,m,Finland
18044,sentenced,m,Finland
18044,kreator,m,Finland
18044,amorphis,m,Finland
18044,him,m,Finland
18044,anthrax,m,Finland
18044,sheryl crow,m,Finland
18044,kate bush,m,Finland
18044,green day,m,Finland
18044,metallica,m,Finland
18044,sepultura,m,Finland
18044,red hot chili peppers,m,Finland
18044,iron maiden,m,Finland
18044,alice in chains,m,Finland
18044,beck,m,Finland
18044,the rasmus,m,Finland
18044,helloween,m,Finland
18044,pet shop boys,m,Finland
18045,booka shade,m,Sweden
18045,massive attack,m,Sweden
18045,the smashing pumpkins,m,Sweden
18045,radiohead,m,Sweden
18045,justin timberlake,m,Sweden
18045,the roots,m,Sweden
18045,the cure,m,Sweden
18045,the knife,m,Sweden
18045,boards of canada,m,Sweden
18045,dizzee rascal,m,Sweden
18045,pearl jam,m,Sweden
18045,nick drake,m,Sweden
18045,coldplay,m,Sweden
18045,the rolling stones,m,Sweden
18045,pet shop boys,m,Sweden
18045,bruce springsteen,m,Sweden
18045,depeche mode,m,Sweden
18045,pj harvey,m,Sweden
18045,the kills,m,Sweden
18045,cansei de ser sexy,m,Sweden
18045,bob dylan,m,Sweden
18045,nelly furtado,m,Sweden
18045,nas,m,Sweden
18045,the beatles,m,Sweden
18045,yeah yeah yeahs,m,Sweden
18045,sufjan stevens,m,Sweden
18045,led zeppelin,m,Sweden
18045,mogwai,m,Sweden
18045,timbaland,m,Sweden
18045,fleetwood mac,m,Sweden
18045,sigur rós,m,Sweden
18045,the chemical brothers,m,Sweden
18045,portishead,m,Sweden
18045,aesop rock,m,Sweden
18045,daft punk,m,Sweden
18045,michael jackson,m,Sweden
18045,jay-z,m,Sweden
18045,regina spektor,m,Sweden
18046,the prodigy,m,Ukraine
18046,benny benassi,m,Ukraine
18046,red hot chili peppers,m,Ukraine
18046,fatboy slim,m,Ukraine
18046,the chemical brothers,m,Ukraine
18046,daft punk,m,Ukraine
18046,gorillaz,m,Ukraine
18046,the offspring,m,Ukraine
18046,soundtrack,m,Ukraine
18046,the beatles,m,Ukraine
18046,depeche mode,m,Ukraine
18046,mgmt,m,Ukraine
18046,pendulum,m,Ukraine
18046,atb,m,Ukraine
18046,armin van buuren,m,Ukraine
18046,infected mushroom,m,Ukraine
18046,asian dub foundation,m,Ukraine
18046,moby,m,Ukraine
18046,rihanna,m,Ukraine
18046,groove armada,m,Ukraine
18046,david guetta,m,Ukraine
18046,cascada,m,Ukraine
18046,clint mansell,m,Ukraine
18046,paul van dyk,m,Ukraine
18047,okkervil river,m,United Kingdom
18047,pendulum,m,United Kingdom
18047,the decemberists,m,United Kingdom
18047,elbow,m,United Kingdom
18047,the dresden dolls,m,United Kingdom
18047,cake,m,United Kingdom
18047,jurassic 5,m,United Kingdom
18047,gorillaz,m,United Kingdom
18047,the mars volta,m,United Kingdom
18047,weezer,m,United Kingdom
18047,brand new,m,United Kingdom
18047,modest mouse,m,United Kingdom
18047,ok go,m,United Kingdom
18047,grizzly bear,m,United Kingdom
18047,tegan and sara,m,United Kingdom
18047,flight of the conchords,m,United Kingdom
18048,loreena mckennitt,f,Germany
18048,frank sinatra,f,Germany
18048,satyricon,f,Germany
18048,amy winehouse,f,Germany
18048,louis armstrong,f,Germany
18048,volbeat,f,Germany
18048,ray charles,f,Germany
18048,air,f,Germany
18048,ensiferum,f,Germany
18048,danny elfman,f,Germany
18048,amon amarth,f,Germany
18048,ludwig van beethoven,f,Germany
18048,eluveitie,f,Germany
18048,a perfect circle,f,Germany
18048,isis,f,Germany
18048,guns n roses,f,Germany
18048,system of a down,f,Germany
18048,sigur rós,f,Germany
18048,clint mansell,f,Germany
18048,aerosmith,f,Germany
18048,hypocrisy,f,Germany
18049,trentemøller,m,Russian Federation
18049,beirut,m,Russian Federation
18049,röyksopp,m,Russian Federation
18049,gotan project,m,Russian Federation
18049,muse,m,Russian Federation
18049,black rebel motorcycle club,m,Russian Federation
18049,hot chip,m,Russian Federation
18049,moby,m,Russian Federation
